id_student,gender,region,highest_education,disability,age_band
699127,M,London Region,Lower Than A Level,N,0-34
699128,M,East Anglian Region,A Level or Equivalent,N,0-34
699134,M,North Region,HE Qualification,N,0-34
699135,M,North Region,HE Qualification,N,0-34
699136,M,North Region,HE Qualification,N,35-54
699138,M,North Region,HE Qualification,N,0-34
699140,M,North Region,HE Qualification,N,35-54
699141,M,North Region,HE Qualification,N,35-54
699142,M,North Region,HE Qualification,N,35-54
699153,F,Wales,Lower Than A Level,N,0-34
699170,M,Scotland,A Level or Equivalent,N,0-34
699370,M,Scotland,A Level or Equivalent,N,0-34
699417,M,Scotland,Lower Than A Level,N,0-34
699435,F,East Midlands Region,HE Qualification,N,0-34
699436,F,East Midlands Region,HE Qualification,N,35-54
699437,F,East Midlands Region,HE Qualification,N,35-54
699440,M,Ireland,A Level or Equivalent,N,0-34
699461,F,London Region,Lower Than A Level,N,35-54
699488,F,Wales,A Level or Equivalent,N,35-54
699493,F,West Midlands Region,Lower Than A Level,N,35-54
699498,F,Yorkshire Region,Lower Than A Level,N,35-54
699503,F,Ireland,Lower Than A Level,N,0-34
699628,F,Wales,A Level or Equivalent,N,35-54
699651,F,Yorkshire Region,HE Qualification,N,0-34
699656,M,Yorkshire Region,HE Qualification,N,0-34
699875,F,Ireland,Lower Than A Level,N,35-54
700079,M,South Region,A Level or Equivalent,N,0-34
700086,F,Wales,Lower Than A Level,N,35-54
700441,F,South Region,HE Qualification,N,35-54
700458,F,Wales,HE Qualification,N,0-34
700815,M,East Anglian Region,HE Qualification,N,0-34
700820,F,South Region,HE Qualification,N,0-34
704156,M,South Region,HE Qualification,N,55<=
705379,M,West Midlands Region,A Level or Equivalent,N,55<=
721259,F,South Region,Lower Than A Level,N,55<=
749412,M,South Region,Lower Than A Level,N,55<=
760729,M,West Midlands Region,A Level or Equivalent,N,55<=
835603,M,North Western Region,HE Qualification,N,55<=
836614,M,South Region,HE Qualification,N,55<=
852847,M,South West Region,A Level or Equivalent,N,55<=
856294,M,South East Region,HE Qualification,N,55<=
857856,M,South West Region,A Level or Equivalent,N,55<=
884652,M,Scotland,A Level or Equivalent,Y,35-54
895524,M,South Region,HE Qualification,N,55<=
898594,F,West Midlands Region,HE Qualification,N,55<=
900936,M,Yorkshire Region,A Level or Equivalent,N,55<=
905042,F,East Anglian Region,A Level or Equivalent,N,35-54
907261,F,Scotland,HE Qualification,N,55<=
909056,M,South East Region,HE Qualification,N,55<=
917586,M,South Region,HE Qualification,N,35-54
921739,M,Scotland,HE Qualification,N,55<=
925553,M,London Region,HE Qualification,N,55<=
928248,M,London Region,HE Qualification,N,55<=
941282,M,Scotland,HE Qualification,N,55<=
943374,M,Scotland,Lower Than A Level,N,55<=
949548,M,London Region,A Level or Equivalent,N,35-54
949618,F,South West Region,A Level or Equivalent,N,35-54
957467,M,Scotland,HE Qualification,N,35-54
958987,M,North Western Region,HE Qualification,N,35-54
962951,M,South Region,A Level or Equivalent,N,35-54
963176,M,West Midlands Region,A Level or Equivalent,N,35-54
965763,M,North Western Region,A Level or Equivalent,N,35-54
968578,F,East Anglian Region,A Level or Equivalent,N,35-54
969076,M,South West Region,A Level or Equivalent,N,35-54
971027,F,West Midlands Region,HE Qualification,N,35-54
973364,M,Yorkshire Region,HE Qualification,N,35-54
973526,M,South Region,HE Qualification,N,55<=
978739,M,South Region,HE Qualification,N,35-54
983970,M,East Midlands Region,HE Qualification,N,35-54
984347,M,Yorkshire Region,A Level or Equivalent,N,35-54
984619,M,South West Region,HE Qualification,N,35-54
985062,M,South West Region,HE Qualification,N,35-54
986561,M,South East Region,HE Qualification,N,55<=
987203,F,South West Region,Lower Than A Level,N,35-54
988019,F,London Region,A Level or Equivalent,Y,35-54
990155,M,South Region,HE Qualification,N,35-54
991843,F,Scotland,A Level or Equivalent,N,35-54
992544,M,Scotland,Post Graduate Qualification,N,35-54
996047,M,North Western Region,A Level or Equivalent,N,35-54
997948,M,North Western Region,A Level or Equivalent,N,55<=
998493,F,South Region,A Level or Equivalent,N,55<=
999174,M,South East Region,HE Qualification,N,55<=
1006742,M,Scotland,HE Qualification,N,55<=
1008675,F,East Anglian Region,Lower Than A Level,N,35-54
1017773,M,West Midlands Region,Lower Than A Level,N,35-54
1018682,F,South West Region,HE Qualification,Y,35-54
1018685,M,North Region,Lower Than A Level,N,35-54
1021350,M,London Region,Lower Than A Level,N,55<=
1023623,M,East Anglian Region,A Level or Equivalent,N,35-54
1026777,M,South Region,Lower Than A Level,N,35-54
1031884,M,East Midlands Region,A Level or Equivalent,N,35-54
1033968,F,Wales,No Formal quals,N,35-54
1034674,M,South East Region,A Level or Equivalent,N,35-54
1035023,F,London Region,Lower Than A Level,N,35-54
1038161,M,Scotland,HE Qualification,N,35-54
1040037,M,Wales,A Level or Equivalent,N,35-54
1042726,M,Scotland,A Level or Equivalent,N,35-54
1044992,M,Wales,HE Qualification,N,35-54
1045091,M,North Western Region,A Level or Equivalent,N,55<=
1045203,M,Wales,Lower Than A Level,N,35-54
1047645,F,South East Region,A Level or Equivalent,N,35-54
1049036,M,North Western Region,A Level or Equivalent,N,35-54
1053702,M,Scotland,HE Qualification,N,35-54
1054876,M,Yorkshire Region,Lower Than A Level,N,35-54
1057883,M,London Region,A Level or Equivalent,N,35-54
1060973,M,East Anglian Region,Lower Than A Level,N,35-54
1064492,M,South Region,HE Qualification,N,35-54
1065824,M,Wales,HE Qualification,N,35-54
1068316,M,Scotland,A Level or Equivalent,N,35-54
1072259,M,North Western Region,HE Qualification,N,35-54
1073372,M,London Region,A Level or Equivalent,N,35-54
1073766,M,East Midlands Region,HE Qualification,N,35-54
1073767,F,East Midlands Region,HE Qualification,N,35-54
1076015,M,Scotland,A Level or Equivalent,N,35-54
1078701,F,South West Region,HE Qualification,N,35-54
1080206,F,Scotland,HE Qualification,N,35-54
1082062,M,North Western Region,Lower Than A Level,Y,35-54
1087710,F,North Western Region,HE Qualification,N,35-54
1090738,M,Wales,A Level or Equivalent,N,35-54
1091274,M,Wales,HE Qualification,N,35-54
1095916,M,South Region,A Level or Equivalent,N,35-54
1097354,M,South Region,HE Qualification,N,35-54
1098728,F,South Region,Lower Than A Level,N,35-54
1100143,M,South West Region,A Level or Equivalent,N,35-54
1100639,F,South Region,A Level or Equivalent,N,35-54
1101190,M,North Western Region,HE Qualification,N,35-54
1103608,F,South West Region,HE Qualification,N,35-54
1105438,F,East Midlands Region,A Level or Equivalent,N,35-54
1105478,M,Scotland,HE Qualification,N,55<=
1105628,F,East Anglian Region,Lower Than A Level,N,35-54
1106724,F,East Midlands Region,Lower Than A Level,N,35-54
1107079,F,Ireland,A Level or Equivalent,N,35-54
1107596,M,Wales,HE Qualification,N,35-54
1108120,F,East Midlands Region,A Level or Equivalent,N,35-54
1112555,F,South Region,A Level or Equivalent,N,35-54
1115623,M,Scotland,A Level or Equivalent,N,35-54
1118218,M,East Midlands Region,A Level or Equivalent,N,35-54
1118284,M,South Region,A Level or Equivalent,N,35-54
1118432,F,North Western Region,HE Qualification,N,35-54
1127413,F,Scotland,HE Qualification,N,35-54
1170618,F,South East Region,HE Qualification,N,35-54
1173473,M,South Region,Lower Than A Level,N,55<=
1175060,M,London Region,Lower Than A Level,N,35-54
1183831,M,South West Region,HE Qualification,N,55<=
1187586,M,Scotland,HE Qualification,N,55<=
1197062,F,East Midlands Region,Lower Than A Level,N,35-54
1209065,M,South West Region,HE Qualification,N,55<=
1253440,M,North Western Region,Lower Than A Level,Y,35-54
1268696,M,South West Region,HE Qualification,N,35-54
1268772,M,Scotland,HE Qualification,N,55<=
1270832,F,South Region,Post Graduate Qualification,N,35-54
1282596,M,West Midlands Region,HE Qualification,N,35-54
1290731,M,North Western Region,Lower Than A Level,N,35-54
1301103,M,East Midlands Region,A Level or Equivalent,N,35-54
1307784,F,London Region,HE Qualification,N,35-54
1311171,M,South Region,A Level or Equivalent,N,35-54
1318759,M,Scotland,HE Qualification,N,35-54
1319732,F,South Region,Lower Than A Level,N,35-54
1319999,M,North Western Region,HE Qualification,N,35-54
1332356,M,East Midlands Region,HE Qualification,N,35-54
1332514,M,Wales,A Level or Equivalent,N,35-54
1332999,F,Wales,Lower Than A Level,N,35-54
1334225,F,South Region,Lower Than A Level,N,55<=
1336190,M,London Region,HE Qualification,N,55<=
1337055,M,South Region,HE Qualification,N,35-54
1338955,F,London Region,A Level or Equivalent,N,35-54
1340766,F,South Region,A Level or Equivalent,N,35-54
1341096,F,East Anglian Region,Lower Than A Level,N,35-54
1341507,F,Scotland,HE Qualification,Y,35-54
1345808,F,Scotland,HE Qualification,N,35-54
1346966,M,North Region,HE Qualification,N,35-54
1347198,M,Wales,A Level or Equivalent,N,35-54
1347253,F,West Midlands Region,Lower Than A Level,N,35-54
1347447,M,East Anglian Region,A Level or Equivalent,N,35-54
1348205,M,East Anglian Region,HE Qualification,N,35-54
1351739,M,South East Region,A Level or Equivalent,N,35-54
1352733,M,North Western Region,HE Qualification,N,35-54
1352868,M,Yorkshire Region,A Level or Equivalent,N,35-54
1354095,F,South Region,A Level or Equivalent,N,35-54
1355699,M,West Midlands Region,HE Qualification,N,35-54
1359554,M,East Midlands Region,A Level or Equivalent,N,35-54
1360878,M,North Region,HE Qualification,N,35-54
1360953,M,North Region,HE Qualification,N,35-54
1373661,M,South East Region,A Level or Equivalent,N,35-54
1375851,M,London Region,HE Qualification,N,55<=
1380308,M,Wales,HE Qualification,N,35-54
1382719,M,North Western Region,Lower Than A Level,N,55<=
1384882,M,East Anglian Region,HE Qualification,N,35-54
1390051,M,East Anglian Region,HE Qualification,N,35-54
1391717,M,Ireland,HE Qualification,N,35-54
1392016,M,South East Region,Lower Than A Level,N,35-54
1393589,F,South Region,A Level or Equivalent,N,35-54
1397617,M,Ireland,Lower Than A Level,N,35-54
1397662,F,West Midlands Region,Lower Than A Level,N,35-54
1398489,M,North Region,Lower Than A Level,N,35-54
1398821,M,East Midlands Region,HE Qualification,N,35-54
1398979,F,South Region,A Level or Equivalent,N,55<=
1399285,F,Wales,Lower Than A Level,N,35-54
1399314,M,Scotland,Lower Than A Level,N,35-54
1400592,M,Scotland,A Level or Equivalent,N,35-54
1401935,M,West Midlands Region,A Level or Equivalent,N,35-54
1402638,F,East Midlands Region,HE Qualification,N,35-54
1405453,F,London Region,A Level or Equivalent,N,35-54
1405594,F,North Western Region,Lower Than A Level,N,35-54
1406920,F,East Anglian Region,A Level or Equivalent,N,35-54
1407549,F,East Anglian Region,A Level or Equivalent,N,35-54
1409532,M,West Midlands Region,A Level or Equivalent,N,35-54
1410398,M,North Western Region,HE Qualification,N,35-54
1411562,F,West Midlands Region,Lower Than A Level,N,35-54
1411627,F,West Midlands Region,Lower Than A Level,Y,35-54
1413027,F,East Anglian Region,Lower Than A Level,N,35-54
1413902,M,Ireland,Lower Than A Level,N,35-54
1413989,F,Scotland,HE Qualification,N,35-54
1414443,F,Yorkshire Region,A Level or Equivalent,N,35-54
1416784,F,North Region,HE Qualification,N,35-54
1417707,F,South West Region,Lower Than A Level,N,35-54
1419671,F,West Midlands Region,Lower Than A Level,N,35-54
1420537,M,West Midlands Region,HE Qualification,N,35-54
1420575,M,Scotland,Lower Than A Level,N,35-54
1421720,M,North Western Region,HE Qualification,N,35-54
1422737,F,South West Region,Lower Than A Level,N,35-54
1424608,M,South Region,A Level or Equivalent,N,35-54
1425806,M,South West Region,HE Qualification,N,35-54
1428865,M,Scotland,HE Qualification,N,35-54
1429504,M,Scotland,A Level or Equivalent,N,35-54
1430804,M,West Midlands Region,Lower Than A Level,N,35-54
1431750,M,West Midlands Region,A Level or Equivalent,N,55<=
1432518,M,Scotland,Lower Than A Level,Y,35-54
1436558,M,Ireland,A Level or Equivalent,N,35-54
1436591,M,Scotland,A Level or Equivalent,Y,35-54
1438584,M,Wales,Lower Than A Level,Y,35-54
1439723,M,East Midlands Region,Lower Than A Level,N,35-54
1440072,M,Scotland,HE Qualification,N,35-54
1440341,M,Wales,Lower Than A Level,N,35-54
1440467,M,East Anglian Region,A Level or Equivalent,N,35-54
1442215,F,South West Region,A Level or Equivalent,Y,35-54
1442706,F,South East Region,HE Qualification,Y,35-54
1442981,M,East Midlands Region,A Level or Equivalent,N,35-54
1442991,M,Scotland,HE Qualification,N,35-54
1444134,F,East Midlands Region,HE Qualification,N,35-54
1444520,F,Scotland,HE Qualification,N,35-54
1446954,F,East Midlands Region,A Level or Equivalent,N,35-54
1448966,M,South West Region,HE Qualification,N,35-54
1449171,M,Scotland,HE Qualification,N,35-54
1449245,F,Scotland,HE Qualification,N,35-54
1449692,M,West Midlands Region,Lower Than A Level,N,35-54
1450604,M,North Region,A Level or Equivalent,N,35-54
1453140,M,East Midlands Region,A Level or Equivalent,N,35-54
1453691,F,South East Region,A Level or Equivalent,N,35-54
1455474,M,Wales,Lower Than A Level,N,35-54
1456619,M,South West Region,A Level or Equivalent,N,35-54
1457691,M,East Anglian Region,Lower Than A Level,N,35-54
1459010,M,North Region,Lower Than A Level,N,35-54
1461795,M,North Region,Lower Than A Level,N,35-54
1462676,M,West Midlands Region,HE Qualification,N,35-54
1464932,F,East Midlands Region,Lower Than A Level,N,35-54
1464952,M,East Anglian Region,HE Qualification,N,35-54
1465407,M,East Midlands Region,A Level or Equivalent,N,35-54
1465690,M,West Midlands Region,HE Qualification,N,35-54
1467014,M,Wales,Lower Than A Level,N,35-54
1468838,F,Ireland,Lower Than A Level,N,35-54
1469279,F,East Anglian Region,HE Qualification,N,35-54
1470291,F,South West Region,HE Qualification,N,35-54
1470552,F,Yorkshire Region,A Level or Equivalent,N,35-54
1471214,M,East Midlands Region,A Level or Equivalent,N,35-54
1472925,F,East Anglian Region,Lower Than A Level,Y,35-54
1473878,M,Scotland,HE Qualification,Y,35-54
1474869,F,South Region,A Level or Equivalent,Y,35-54
1474903,M,Scotland,HE Qualification,N,35-54
1477284,M,East Midlands Region,Lower Than A Level,N,35-54
1478030,M,London Region,HE Qualification,N,55<=
1478775,F,East Anglian Region,Lower Than A Level,N,35-54
1480800,F,East Anglian Region,Lower Than A Level,N,35-54
1482413,M,East Anglian Region,A Level or Equivalent,N,35-54
1483632,M,Wales,HE Qualification,N,35-54
1483814,F,East Anglian Region,A Level or Equivalent,Y,35-54
1484626,M,Wales,HE Qualification,N,35-54
1484804,F,West Midlands Region,A Level or Equivalent,N,35-54
1485105,M,Wales,Lower Than A Level,N,35-54
1485702,F,East Anglian Region,A Level or Equivalent,N,35-54
1486048,F,East Midlands Region,HE Qualification,N,35-54
1487084,M,South East Region,HE Qualification,N,35-54
1488959,M,London Region,A Level or Equivalent,N,35-54
1490624,M,East Anglian Region,HE Qualification,N,35-54
1491894,M,Ireland,HE Qualification,Y,35-54
1492408,M,Scotland,Post Graduate Qualification,N,35-54
1492571,M,Ireland,A Level or Equivalent,N,35-54
1493476,M,Wales,HE Qualification,N,35-54
1493739,M,South East Region,A Level or Equivalent,N,35-54
1494577,M,South Region,A Level or Equivalent,N,35-54
1494901,M,South Region,A Level or Equivalent,N,35-54
1497480,F,Scotland,A Level or Equivalent,N,35-54
1497822,M,North Western Region,Lower Than A Level,N,35-54
1498823,M,South West Region,Lower Than A Level,N,35-54
1498979,F,East Anglian Region,Lower Than A Level,N,35-54
1500410,M,North Region,Lower Than A Level,N,35-54
1500950,M,South West Region,A Level or Equivalent,N,35-54
1501577,M,South West Region,A Level or Equivalent,N,35-54
1501614,M,Scotland,Lower Than A Level,N,35-54
1502193,F,East Midlands Region,A Level or Equivalent,N,35-54
1503056,F,South West Region,Lower Than A Level,Y,35-54
1504653,M,East Anglian Region,Lower Than A Level,Y,35-54
1507503,F,East Anglian Region,A Level or Equivalent,Y,35-54
1508708,M,South East Region,A Level or Equivalent,Y,35-54
1509881,F,Scotland,A Level or Equivalent,Y,35-54
1510198,F,South Region,A Level or Equivalent,Y,35-54
1510285,M,East Anglian Region,Lower Than A Level,N,35-54
1511033,M,Wales,A Level or Equivalent,N,35-54
1512332,M,Scotland,A Level or Equivalent,N,35-54
1513001,M,Scotland,HE Qualification,N,35-54
1514245,M,East Midlands Region,Lower Than A Level,N,35-54
1515509,M,East Midlands Region,Lower Than A Level,N,35-54
1516666,F,East Anglian Region,Lower Than A Level,N,35-54
1517755,M,South Region,A Level or Equivalent,N,35-54
1518989,F,South East Region,Lower Than A Level,N,35-54
1521540,F,South Region,A Level or Equivalent,N,35-54
1521687,F,South Region,HE Qualification,N,35-54
1522631,F,East Anglian Region,A Level or Equivalent,N,35-54
1525567,M,Scotland,A Level or Equivalent,N,35-54
1526059,M,South Region,HE Qualification,N,35-54
1526210,F,South West Region,A Level or Equivalent,Y,35-54
1526770,F,Ireland,Lower Than A Level,N,35-54
1527616,F,Yorkshire Region,HE Qualification,N,35-54
1528232,F,South West Region,A Level or Equivalent,N,35-54
1529371,M,North Region,HE Qualification,N,35-54
1529458,F,South Region,Lower Than A Level,N,35-54
1530521,M,East Midlands Region,Lower Than A Level,N,35-54
1531287,M,West Midlands Region,A Level or Equivalent,N,35-54
1531649,F,Scotland,HE Qualification,Y,35-54
1532711,M,London Region,A Level or Equivalent,Y,35-54
1532840,M,East Anglian Region,A Level or Equivalent,N,35-54
1532921,M,East Anglian Region,A Level or Equivalent,N,35-54
1533277,F,Yorkshire Region,Lower Than A Level,N,35-54
1534494,M,South Region,Post Graduate Qualification,N,55<=
1534560,M,London Region,A Level or Equivalent,N,35-54
1534854,M,South West Region,Lower Than A Level,N,35-54
1536122,F,Ireland,A Level or Equivalent,N,35-54
